SalesOrderID,RevisionNumber,OrderDate,DueDate,ShipDate,Status,OnlineOrderFlag,SalesOrderNumber,PurchaseOrderNumber,AccountNumber,CustomerID,ShipToAddressID,BillToAddressID,ShipMethod,CreditCardApprovalCode,SubTotal,TaxAmt,Freight,TotalDue,Comment,rowguid,ModifiedDate
72529,4,2024-10-03,2024-10-11,2024-10-08,5,True,SO72529,PO64778,10-4020-000344,49,209,130,OVERNIGHT J-FAST,,5625.3141,450.0251,112.5063,6187.8455,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463177
72530,1,2024-09-09,2024-09-27,2024-09-23,5,True,SO72530,PO67667,10-4020-000468,471,183,204,XRQ - TRUCK GROUND-,,93.1433,7.4515,1.8629,102.4577,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463188
72531,4,2024-07-20,2024-07-31,2024-07-24,5,True,SO72531,PO95427,10-4020-000166,613,46,213,XRQ - TRUCK GROUND-,,9186.0234,734.8819,183.7205,10104.6258,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463199
72532,2,2025-05-18,2025-06-09,2025-05-25,5,False,SO72532,PO89707,10-4020-000042,163,299,384,XRQ - TRUCK GROUND-,,14675.2891,1174.0231,293.5058,16142.818,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463212
72533,1,2024-09-20,2024-10-05,2024-09-26,5,False,SO72533,PO18766,10-4020-000635,397,201,84,CARGO TRANSPORT 5,,1834.0079,146.7206,36.6802,2017.4087,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463223
72534,4,2025-03-18,2025-03-28,2025-03-27,5,False,SO72534,PO11833,10-4020-000514,58,188,208,XRQ - TRUCK GROUND-,,1263.34,101.0672,25.2668,1389.674,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463234
72535,7,2024-12-06,2024-12-25,2024-12-16,5,True,SO72535,PO60222,10-4020-000240,718,202,79,CARGO TRANSPORT 5,,14534.1431,1162.7314,290.6829,15987.5574,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463245
72536,7,2025-03-20,2025-04-07,2025-03-28,5,True,SO72536,PO49740,10-4020-000596,294,399,391,OVERNIGHT J-FAST,,7706.5676,616.5254,154.1314,8477.2244,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463257
72537,8,2024-11-01,2024-11-21,2024-11-10,5,True,SO72537,PO99765,10-4020-000314,620,395,97,XRQ - TRUCK GROUND-,,9857.6049,788.6084,197.1521,10843.3654,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463267
72538,6,2024-09-24,2024-10-01,2024-10-01,5,False,SO72538,PO31925,10-4020-000465,195,67,434,CARGO TRANSPORT 5,,8534.9156,682.7932,170.6983,9388.4071,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463278
72539,2,2024-12-15,2024-12-24,2024-12-22,5,True,SO72539,PO43518,10-4020-000222,805,211,341,CARGO TRANSPORT 5,,2063.61,165.0888,41.2722,2269.971,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463291
72540,6,2024-11-23,2024-12-08,2024-12-06,5,True,SO72540,PO23292,10-4020-000696,528,436,263,XRQ - TRUCK GROUND-,,14115.5332,1129.2427,282.3107,15527.0866,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463303
72541,8,2024-06-21,2024-07-17,2024-07-04,5,True,SO72541,PO91628,10-4020-000418,152,328,123,XRQ - TRUCK GROUND-,,8030.3241,642.4259,160.6065,8833.3565,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463315
72542,2,2024-11-07,2024-12-05,2024-11-19,5,False,SO72542,PO44559,10-4020-000226,206,287,174,CARGO TRANSPORT 5,,13616.2261,1089.2981,272.3245,14977.8487,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463326
72543,5,2024-08-08,2024-08-29,2024-08-13,5,False,SO72543,PO97387,10-4020-000059,374,273,121,CARGO TRANSPORT 5,,10816.4731,865.3178,216.3295,11898.1204,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463338
72544,4,2024-10-04,2024-10-12,2024-10-18,5,True,SO72544,PO20164,10-4020-000081,724,428,188,XRQ - TRUCK GROUND-,,3948.0936,315.8475,78.9619,4342.903,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463349
72545,1,2025-02-26,2025-03-16,2025-03-12,5,False,SO72545,PO58469,10-4020-000479,798,373,200,XRQ - TRUCK GROUND-,,7517.6483,601.4119,150.353,8269.4132,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463362
72546,8,2025-03-16,2025-04-02,2025-03-26,5,False,SO72546,PO86916,10-4020-000730,738,409,138,XRQ - TRUCK GROUND-,,10143.3357,811.4669,202.8667,11157.6693,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463373
72547,4,2025-04-22,2025-05-10,2025-04-28,5,False,SO72547,PO58590,10-4020-000578,484,439,139,OVERNIGHT J-FAST,,5065.7782,405.2623,101.3156,5572.3561,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463384
72548,7,2024-12-15,2024-12-24,2024-12-24,5,True,SO72548,PO46746,10-4020-000130,81,91,176,OVERNIGHT J-FAST,,13971.3399,1117.7072,279.4268,15368.4739,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463395
72549,1,2024-12-07,2025-01-01,2024-12-15,5,False,SO72549,PO76590,10-4020-000090,835,175,95,OVERNIGHT J-FAST,,380.7838,30.4627,7.6157,418.8622,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463407
72550,6,2025-04-02,2025-04-27,2025-04-11,5,False,SO72550,PO49595,10-4020-000458,187,58,437,CARGO TRANSPORT 5,,2181.8009,174.5441,43.636,2399.981,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463418
72551,5,2024-06-07,2024-06-18,2024-06-13,5,False,SO72551,PO87136,10-4020-000122,273,93,198,CARGO TRANSPORT 5,,6825.345,546.0276,136.5069,7507.8795,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463429
72552,5,2024-10-25,2024-11-21,2024-11-05,5,True,SO72552,PO42481,10-4020-000812,162,213,419,CARGO TRANSPORT 5,,836.9551,66.9564,16.7391,920.6506,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463441
72553,5,2024-11-02,2024-11-15,2024-11-16,5,True,SO72553,PO69350,10-4020-000581,423,113,337,OVERNIGHT J-FAST,,11662.4357,932.9949,233.2487,12828.6793,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463452
72554,1,2024-09-24,2024-10-01,2024-10-05,5,True,SO72554,PO74970,10-4020-000544,842,183,86,CARGO TRANSPORT 5,,1608.5349,128.6828,32.1707,1769.3884,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463464
72555,8,2024-08-01,2024-08-10,2024-08-12,5,False,SO72555,PO51724,10-4020-000161,215,186,418,XRQ - TRUCK GROUND-,,1237.0423,98.9634,24.7408,1360.7465,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463475
72556,3,2024-10-22,2024-11-11,2024-11-02,5,False,SO72556,PO44047,10-4020-000274,697,334,348,OVERNIGHT J-FAST,,11099.9095,887.9928,221.9982,12209.9005,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463487
72557,4,2024-06-25,2024-07-22,2024-06-30,5,True,SO72557,PO79341,10-4020-000421,816,175,449,XRQ - TRUCK GROUND-,,1730.8078,138.4646,34.6162,1903.8886,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463498
72558,8,2024-08-15,2024-09-05,2024-08-25,5,True,SO72558,PO85668,10-4020-000441,410,350,166,OVERNIGHT J-FAST,,3377.3378,270.187,67.5468,3715.0716,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463508
72559,1,2024-09-05,2024-09-15,2024-09-12,5,True,SO72559,PO94633,10-4020-000848,48,391,323,XRQ - TRUCK GROUND-,,2964.9391,237.1951,59.2988,3261.433,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463519
72560,8,2024-11-30,2024-12-24,2024-12-04,5,True,SO72560,PO58167,10-4020-000334,665,266,338,CARGO TRANSPORT 5,,12238.6018,979.0881,244.772,13462.4619,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463530
72561,3,2024-06-19,2024-07-11,2024-07-02,5,True,SO72561,PO26780,10-4020-000068,317,96,164,OVERNIGHT J-FAST,,428.4928,34.2794,8.5699,471.3421,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463541
72562,4,2025-05-06,2025-05-16,2025-05-15,5,True,SO72562,PO89195,10-4020-000309,233,294,355,CARGO TRANSPORT 5,,12707.8941,1016.6315,254.1579,13978.6835,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463553
72563,2,2024-09-20,2024-10-12,2024-09-25,5,True,SO72563,PO36012,10-4020-000125,203,194,319,OVERNIGHT J-FAST,,11457.8042,916.6243,229.1561,12603.5846,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463565
72564,7,2024-11-27,2024-12-09,2024-12-11,5,True,SO72564,PO88765,10-4020-000661,191,295,372,XRQ - TRUCK GROUND-,,10652.3501,852.188,213.047,11717.5851,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463576
72565,6,2025-02-04,2025-02-15,2025-02-18,5,False,SO72565,PO90657,10-4020-000361,848,441,338,XRQ - TRUCK GROUND-,,11772.1908,941.7753,235.4438,12949.4099,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463587
72566,3,2024-09-18,2024-09-30,2024-09-23,5,False,SO72566,PO39732,10-4020-000717,631,98,268,XRQ - TRUCK GROUND-,,13647.6917,1091.8153,272.9538,15012.4608,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463599
72567,5,2025-04-08,2025-04-26,2025-04-18,5,True,SO72567,PO56404,10-4020-000231,133,117,217,OVERNIGHT J-FAST,,2655.8797,212.4704,53.1176,2921.4677,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463611
72568,1,2024-07-15,2024-08-06,2024-07-24,5,True,SO72568,PO16416,10-4020-000565,471,24,262,CARGO TRANSPORT 5,,7633.7748,610.702,152.6755,8397.1523,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463623
72569,2,2024-12-17,2025-01-09,2024-12-22,5,True,SO72569,PO59955,10-4020-000040,102,8,252,CARGO TRANSPORT 5,,9126.6577,730.1326,182.5332,10039.3235,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463634
72570,6,2024-08-19,2024-09-15,2024-08-30,5,True,SO72570,PO83174,10-4020-000695,574,324,94,XRQ - TRUCK GROUND-,,5976.5646,478.1252,119.5313,6574.2211,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463645
72571,8,2024-07-16,2024-08-13,2024-07-29,5,False,SO72571,PO44359,10-4020-000547,265,400,207,OVERNIGHT J-FAST,,14456.6796,1156.5344,289.1336,15902.3476,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463657
72572,5,2024-09-11,2024-09-22,2024-09-16,5,True,SO72572,PO38402,10-4020-000708,157,73,83,XRQ - TRUCK GROUND-,,4898.4621,391.877,97.9692,5388.3083,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463668
72573,2,2025-02-16,2025-03-14,2025-02-23,5,False,SO72573,PO30180,10-4020-000355,574,344,440,XRQ - TRUCK GROUND-,,302.4655,24.1972,6.0493,332.712,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463679
72574,3,2025-03-17,2025-03-29,2025-03-31,5,False,SO72574,PO63087,10-4020-000059,387,94,421,XRQ - TRUCK GROUND-,,2356.5308,188.5225,47.1306,2592.1839,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463690
72575,1,2024-11-20,2024-12-09,2024-11-26,5,False,SO72575,PO42065,10-4020-000069,664,59,273,CARGO TRANSPORT 5,,3205.3999,256.432,64.108,3525.9399,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463702
72576,8,2024-10-18,2024-11-02,2024-10-22,5,True,SO72576,PO10827,10-4020-000498,686,162,118,XRQ - TRUCK GROUND-,,5982.4552,478.5964,119.6491,6580.7007,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463713
72577,6,2024-11-04,2024-11-15,2024-11-07,5,True,SO72577,PO38803,10-4020-000794,395,90,206,XRQ - TRUCK GROUND-,,11593.9446,927.5156,231.8789,12753.3391,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463724
72578,5,2024-06-30,2024-07-28,2024-07-09,5,True,SO72578,PO84830,10-4020-000849,738,243,337,OVERNIGHT J-FAST,,7655.3338,612.4267,153.1067,8420.8672,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463735
72579,5,2024-12-15,2025-01-06,2024-12-18,5,False,SO72579,PO51736,10-4020-000258,583,38,410,CARGO TRANSPORT 5,,995.7003,79.656,19.914,1095.2703,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463748
72580,6,2025-04-17,2025-04-26,2025-04-26,5,False,SO72580,PO19439,10-4020-000080,580,393,345,OVERNIGHT J-FAST,,9912.3391,792.9871,198.2468,10903.573,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463759
72581,1,2024-11-16,2024-12-11,2024-11-29,5,True,SO72581,PO85527,10-4020-000739,385,304,109,XRQ - TRUCK GROUND-,,6452.5649,516.2052,129.0513,7097.8214,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463770
72582,8,2024-11-12,2024-11-30,2024-11-17,5,True,SO72582,PO72542,10-4020-000823,1,416,71,CARGO TRANSPORT 5,,6790.3463,543.2277,135.8069,7469.3809,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463781
72583,3,2024-10-08,2024-11-05,2024-10-11,5,True,SO72583,PO91625,10-4020-000668,509,50,70,XRQ - TRUCK GROUND-,,2572.4728,205.7978,51.4495,2829.7201,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463792
72584,5,2025-05-05,2025-05-14,2025-05-11,5,True,SO72584,PO66360,10-4020-000636,414,237,273,XRQ - TRUCK GROUND-,,1392.5906,111.4072,27.8518,1531.8496,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463804
72585,1,2025-04-28,2025-05-23,2025-05-09,5,False,SO72585,PO38261,10-4020-000076,169,219,252,OVERNIGHT J-FAST,,6835.8531,546.8682,136.7171,7519.4384,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463815
72586,3,2024-09-27,2024-10-08,2024-10-07,5,False,SO72586,PO98467,10-4020-000783,29,236,174,XRQ - TRUCK GROUND-,,1244.5487,99.5639,24.891,1369.0036,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463826
72587,8,2025-03-23,2025-04-19,2025-04-03,5,False,SO72587,PO56191,10-4020-000243,653,107,324,XRQ - TRUCK GROUND-,,14459.3292,1156.7463,289.1866,15905.2621,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463838
72588,5,2025-03-20,2025-04-02,2025-03-24,5,True,SO72588,PO92570,10-4020-000789,392,169,159,CARGO TRANSPORT 5,,13506.6329,1080.5306,270.1327,14857.2962,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463849
72589,6,2024-06-16,2024-06-28,2024-06-22,5,True,SO72589,PO28970,10-4020-000047,163,62,301,CARGO TRANSPORT 5,,14309.5032,1144.7603,286.1901,15740.4536,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463861
72590,6,2024-11-28,2024-12-20,2024-12-07,5,False,SO72590,PO47065,10-4020-000577,656,234,410,OVERNIGHT J-FAST,,12640.3653,1011.2292,252.8073,13904.4018,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463872
72591,1,2025-02-01,2025-02-08,2025-02-06,5,False,SO72591,PO83565,10-4020-000476,406,157,159,XRQ - TRUCK GROUND-,,152.9706,12.2376,3.0594,168.2676,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463884
72592,8,2025-05-07,2025-05-26,2025-05-14,5,False,SO72592,PO87736,10-4020-000461,317,46,215,CARGO TRANSPORT 5,,11449.6038,915.9683,228.9921,12594.5642,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463895
72593,7,2024-12-15,2025-01-13,2024-12-18,5,False,SO72593,PO53335,10-4020-000034,24,209,126,OVERNIGHT J-FAST,,13363.3695,1069.0696,267.2674,14699.7065,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463907
72594,8,2024-11-09,2024-11-22,2024-11-12,5,False,SO72594,PO45703,10-4020-000579,437,316,96,OVERNIGHT J-FAST,,10500.5223,840.0418,210.0104,11550.5745,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463918
72595,6,2025-01-12,2025-01-23,2025-01-24,5,False,SO72595,PO39194,10-4020-000329,211,26,356,OVERNIGHT J-FAST,,1232.2188,98.5775,24.6444,1355.4407,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463929
72596,1,2025-03-31,2025-04-12,2025-04-08,5,False,SO72596,PO24433,10-4020-000166,542,83,237,OVERNIGHT J-FAST,,7015.9772,561.2782,140.3195,7717.5749,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463940
72597,5,2025-05-12,2025-05-26,2025-05-16,5,False,SO72597,PO90488,10-4020-000297,538,318,436,XRQ - TRUCK GROUND-,,3135.2325,250.8186,62.7047,3448.7558,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463951
72598,7,2025-03-19,2025-04-06,2025-03-26,5,False,SO72598,PO96174,10-4020-000446,254,153,170,OVERNIGHT J-FAST,,11463.5875,917.087,229.2717,12609.9462,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463962
72599,5,2024-10-28,2024-11-26,2024-11-04,5,True,SO72599,PO50023,10-4020-000627,125,203,292,XRQ - TRUCK GROUND-,,11192.6691,895.4135,223.8534,12311.936,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463973
72600,4,2025-03-29,2025-04-27,2025-04-05,5,False,SO72600,PO85801,10-4020-000462,292,116,295,OVERNIGHT J-FAST,,3706.5931,296.5274,74.1319,4077.2524,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463985
72601,3,2024-12-27,2025-01-07,2025-01-02,5,True,SO72601,PO87767,10-4020-000337,513,216,66,XRQ - TRUCK GROUND-,,3993.7256,319.498,79.8745,4393.0981,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.463996
72602,4,2025-01-31,2025-02-25,2025-02-13,5,False,SO72602,PO23075,10-4020-000256,162,54,5,XRQ - TRUCK GROUND-,,10867.0133,869.3611,217.3403,11953.7147,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.464009
72603,3,2025-01-15,2025-01-25,2025-01-25,5,True,SO72603,PO72774,10-4020-000335,309,437,266,OVERNIGHT J-FAST,,1979.877,158.3902,39.5975,2177.8647,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.464020
72604,7,2024-09-07,2024-09-25,2024-09-15,5,False,SO72604,PO86756,10-4020-000136,797,65,20,CARGO TRANSPORT 5,,4341.6278,347.3302,86.8326,4775.7906,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.464032
72605,5,2024-06-06,2024-07-01,2024-06-15,5,False,SO72605,PO60004,10-4020-000066,152,371,313,CARGO TRANSPORT 5,,691.5155,55.3212,13.8303,760.667,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.464043
72606,1,2025-03-18,2025-03-29,2025-04-01,5,False,SO72606,PO23977,10-4020-000140,798,59,105,XRQ - TRUCK GROUND-,,866.3848,69.3108,17.3277,953.0233,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.464054
72607,7,2025-01-23,2025-02-10,2025-02-03,5,False,SO72607,PO34944,10-4020-000339,597,173,322,XRQ - TRUCK GROUND-,,5033.1109,402.6489,100.6622,5536.422,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.464065
72608,7,2025-01-28,2025-02-06,2025-02-09,5,True,SO72608,PO19015,10-4020-000268,723,185,283,OVERNIGHT J-FAST,,14459.4433,1156.7555,289.1889,15905.3877,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.464076
72609,6,2024-09-05,2024-09-24,2024-09-14,5,True,SO72609,PO21094,10-4020-000075,229,278,282,OVERNIGHT J-FAST,,3927.6549,314.2124,78.5531,4320.4204,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.464087
72610,5,2024-06-25,2024-07-07,2024-07-01,5,False,SO72610,PO30653,10-4020-000687,759,70,18,CARGO TRANSPORT 5,,13281.0192,1062.4815,265.6204,14609.1211,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.464098
72611,5,2024-09-08,2024-09-20,2024-09-15,5,False,SO72611,PO37251,10-4020-000672,111,10,155,CARGO TRANSPORT 5,,4684.9092,374.7927,93.6982,5153.4001,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.464109
72612,7,2025-05-06,2025-05-29,2025-05-20,5,False,SO72612,PO80814,10-4020-000029,34,283,406,XRQ - TRUCK GROUND-,,6788.8956,543.1116,135.7779,7467.7851,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.464120
72613,3,2024-11-08,2024-12-03,2024-11-15,5,False,SO72613,PO86358,10-4020-000052,157,413,335,CARGO TRANSPORT 5,,10675.7965,854.0637,213.5159,11743.3761,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.464132
72614,8,2025-04-28,2025-05-19,2025-05-05,5,True,SO72614,PO71055,10-4020-000270,193,20,155,CARGO TRANSPORT 5,,9956.8294,796.5464,199.1366,10952.5124,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.464143
72615,4,2024-11-11,2024-12-05,2024-11-19,5,True,SO72615,PO31413,10-4020-000166,835,287,313,OVERNIGHT J-FAST,,923.758,73.9006,18.4752,1016.1338,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.464154
72616,3,2025-01-03,2025-01-24,2025-01-11,5,True,SO72616,PO36079,10-4020-000206,137,267,79,XRQ - TRUCK GROUND-,,5893.1095,471.4488,117.8622,6482.4205,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.464166
72617,1,2024-09-28,2024-10-09,2024-10-06,5,False,SO72617,PO85185,10-4020-000111,221,105,450,CARGO TRANSPORT 5,,189.3232,15.1459,3.7865,208.2556,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.464179
72618,4,2024-09-26,2024-10-11,2024-10-05,5,False,SO72618,PO67799,10-4020-000070,752,355,63,XRQ - TRUCK GROUND-,,378.4001,30.272,7.568,416.2401,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.464190
72619,6,2025-01-06,2025-01-13,2025-01-16,5,False,SO72619,PO28611,10-4020-000795,490,313,313,OVERNIGHT J-FAST,,11760.5325,940.8426,235.2106,12936.5857,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.464201
72620,1,2024-11-09,2024-11-21,2024-11-16,5,False,SO72620,PO37604,10-4020-000058,81,89,119,XRQ - TRUCK GROUND-,,3774.3957,301.9517,75.4879,4151.8353,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.464212
72621,5,2025-03-25,2025-04-16,2025-03-30,5,True,SO72621,PO13806,10-4020-000222,278,367,406,CARGO TRANSPORT 5,,8364.1227,669.1298,167.2825,9200.535,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.464224
72622,5,2024-06-24,2024-07-15,2024-06-28,5,True,SO72622,PO21910,10-4020-000466,735,84,84,XRQ - TRUCK GROUND-,,1949.4842,155.9587,38.9897,2144.4326,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.464236
72623,6,2024-08-07,2024-08-15,2024-08-17,5,False,SO72623,PO43940,10-4020-000677,560,237,374,CARGO TRANSPORT 5,,4425.4775,354.0382,88.5096,4868.0253,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.464248
72624,8,2025-01-30,2025-02-16,2025-02-06,5,False,SO72624,PO23876,10-4020-000638,806,427,308,CARGO TRANSPORT 5,,9650.787,772.063,193.0157,10615.8657,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.464260
72625,6,2024-10-14,2024-11-10,2024-10-25,5,True,SO72625,PO80362,10-4020-000452,158,404,347,OVERNIGHT J-FAST,,798.1943,63.8555,15.9639,878.0137,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.464271
72626,2,2025-04-19,2025-05-01,2025-04-24,5,False,SO72626,PO88485,10-4020-000042,822,300,401,XRQ - TRUCK GROUND-,,2267.6523,181.4122,45.353,2494.4175,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.464282
72627,5,2024-11-23,2024-12-22,2024-11-30,5,True,SO72627,PO42427,10-4020-000498,256,322,97,OVERNIGHT J-FAST,,5809.8969,464.7918,116.1979,6390.8866,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.464293
72628,2,2025-03-21,2025-04-02,2025-03-25,5,True,SO72628,PO21080,10-4020-000089,49,62,272,OVERNIGHT J-FAST,,11552.8436,924.2275,231.0569,12708.128,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.464304
72629,6,2025-02-18,2025-03-19,2025-03-01,5,False,SO72629,PO90503,10-4020-000052,686,38,233,CARGO TRANSPORT 5,,677.3563,54.1885,13.5471,745.0919,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.464317
72630,1,2025-02-04,2025-03-03,2025-02-10,5,True,SO72630,PO56205,10-4020-000107,602,318,317,OVERNIGHT J-FAST,,4405.6533,352.4523,88.1131,4846.2187,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.464328
72631,6,2025-05-22,2025-06-21,2025-05-26,5,False,SO72631,PO23372,10-4020-000177,180,73,253,OVERNIGHT J-FAST,,5356.6467,428.5317,107.1329,5892.3113,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.464339
72632,8,2024-10-09,2024-10-21,2024-10-14,5,True,SO72632,PO57279,10-4020-000297,154,74,58,OVERNIGHT J-FAST,,3784.1114,302.7289,75.6822,4162.5225,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.464350
72633,6,2024-08-30,2024-09-27,2024-09-06,5,False,SO72633,PO35212,10-4020-000200,758,377,1,XRQ - TRUCK GROUND-,,5684.4184,454.7535,113.6884,6252.8603,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.464361
72634,4,2025-03-04,2025-03-20,2025-03-11,5,False,SO72634,PO68041,10-4020-000019,313,258,431,XRQ - TRUCK GROUND-,,12255.9869,980.479,245.1197,13481.5856,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.464372
72635,6,2025-02-11,2025-02-18,2025-02-18,5,False,SO72635,PO12727,10-4020-000824,171,6,441,OVERNIGHT J-FAST,,7653.1899,612.2552,153.0638,8418.5089,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.464383
72636,6,2025-04-11,2025-04-20,2025-04-23,5,False,SO72636,PO34833,10-4020-000807,699,230,255,OVERNIGHT J-FAST,,10262.5925,821.0074,205.2519,11288.8518,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.464395
72637,3,2025-04-16,2025-05-05,2025-04-25,5,True,SO72637,PO30966,10-4020-000613,759,163,213,CARGO TRANSPORT 5,,10544.7625,843.581,210.8953,11599.2388,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.464407
